row_index,duplicate_of_row_index,text,matched_text,category,matched_category,same_category,similarity
662,22,进入退市整理期的股票怎么交易？,股票退市了，我手里的股票怎么办？,股票,股票,True,0.9055439829826355
664,148,“上海金”和“伦敦金”谁的影响力更大？,“上海金”和“伦敦金”谁的影响力更大？,黄金,黄金,True,0.9999999403953552
665,167,日本央行宽松政策对金价有影响吗？,日本央行宽松政策对金价有影响吗？,黄金,黄金,True,1.0
673,279,香港买黄金比内地便宜吗？,香港的黄金市场和内地有什么区别？,黄金,黄金,True,0.9256484508514404
674,560,什么是量化交易？,什么是量化基金？,股票,基金,False,0.9233462810516357
680,480,什么是分红送股？,什么是送转股？,股票,股票,True,0.9080506563186646
690,651,投资黄金稳定币和投资实物黄金一样吗？,投资黄金和购买金首饰是一回事吗？,黄金,黄金,True,0.9132311344146729
691,569,提取大额实物黄金需要什么手续？,提取大额实物黄金需要什么手续？,黄金,黄金,True,1.0000001192092896
696,273,央行出借黄金对市场有什么影响？,央行购金或售金对市场有什么影响？,黄金,黄金,True,0.9353064298629761
699,255,在中国，保险资金能投资黄金吗？,银行的保险箱业务可以保管黄金吗？,黄金,黄金,True,0.9008734226226807
708,107,如何评价一个基金经理的能力？要不要看他的从业年限？,如何评价一个基金经理？,基金,基金,True,0.9210694432258606
709,158,黄金能跑赢通货膨胀吗？,用黄金来对抗货币贬值，效果如何？,黄金,黄金,True,0.906751275062561
713,344,黄金投资是长线持有好，还是短线波段好？,长期持有黄金etf合适吗？,黄金,黄金,True,0.9000646471977234
717,103,黄金期货的交易单位是多少（一手多少克）？,黄金期货的交易单位是多少（一手多少克）？,黄金,黄金,True,1.0
725,402,自己构建基金组合要注意什么？,如何构建自己的投资组合？,基金,股票,False,0.9084981679916382
726,288,如何计算可转债的转股价值？什么时候转股划算？,可转债的转股价格会调整吗？除权除息怎么调？,债券,债券,True,0.9067916870117188
733,67,债券etf的分红怎么处理？,基金的分红方式有哪些？,债券,基金,False,0.9059264063835144
734,301,全面注册制实施后，对散户炒股有什么影响？是不是更难赚钱了？,注册制对散户有什么影响？,股票,股票,True,0.9520337581634521
736,404,什么是商誉减值？,商誉减值对股价影响大吗？,股票,股票,True,0.9126344919204712
737,24,2015年股灾的原因是什么？,2015年大牛市是怎么回事？,股票,股票,True,0.9043609499931335
741,26,黄金交易需要缴纳个人所得税吗？,个人纸黄金交易的收益，需要缴纳个人所得税吗？,黄金,黄金,True,0.9702392816543579
744,105,为什么金本位制会崩溃？,如果恢复金本位制会怎么样？,黄金,黄金,True,0.901718020439148
748,262,央行加息对债券市场是利好还是利空？,降息对债券基金是利好吗？,债券,基金,False,0.9214057922363281
749,738,什么是etf？,什么是货币etf？,股票,基金,False,0.936754047870636
750,67,如何修改基金的分红方式？,基金的分红方式有哪些？,基金,基金,True,0.9193545579910278
755,121,什么是管理费？什么是托管费？这些费用每天扣吗？,什么是托管费？,基金,基金,True,0.9348717927932739
757,299,极端恐怖袭击事件后，黄金价格通常怎么走？,国际局势紧张（战争、地缘政治）时，黄金价格一般怎么走？,黄金,黄金,True,0.9210063815116882
759,320,什么是基金的建仓期？,什么是建仓期？,基金,股票,False,0.9519217014312744
761,204,黄金和比特币，都说自己是数字黄金，哪个更靠谱？,黄金和数字货币（如比特币）有什么异同？,黄金,黄金,True,0.9303828477859497
762,390,支付宝里的黄金是黄金etf吗？,支付宝里的黄金是黄金etf吗？,黄金,黄金,True,1.0
768,400,黄金股的走势和金价走势有什么关系？为什么有时金价涨，黄金股不涨？,当金价上涨10%，黄金股一般会涨多少？,黄金,黄金,True,0.902121365070343
779,573,什么时候应该重仓？,什么时候应该空仓？,股票,股票,True,0.9171783924102783
784,632,什么是保险理财？,什么是保险理财？,股票,股票,True,1.0
786,675,什么是保证金交易？黄金期货的保证金比例是多少？,黄金期货的杠杆是什么意思？保证金是怎么计算的？,黄金,黄金,True,0.9441267251968384
789,4,什么是发起式基金？,发起式基金有什么特殊之处？,基金,基金,True,0.9588973522186279
794,102,什么是独角兽企业？,什么是独角兽概念股？,股票,股票,True,0.9261674880981445
804,401,什么是黄金etf联接基金？和黄金etf有什么区别？,什么是黄金etf联接基金？和黄金etf有什么区别？,黄金,黄金,True,0.9999999403953552
815,208,北交所和新三板是什么关系？,北交所和新三板是什么关系？,股票,股票,True,0.9999998807907104
820,441,忘记配股缴款了怎么办？,忘记配股缴款了怎么办？,股票,股票,True,0.9999998211860657
829,622,银行卖的金条和金店卖的金条有什么区别？,银行出售的“投资金条”和“工艺金条”有什么不同？回购价格一样吗？,黄金,黄金,True,0.9283362627029419
835,144,投资债券会亏钱吗？主要有哪些风险？,债券基金的风险大吗？,债券,基金,False,0.9234508275985718
841,359,市场过热时该不该买入黄金？,现在这个时间点（某个特定时刻，如春节前）适合买黄金吗？,黄金,黄金,True,0.9216578602790833
843,796,招募说明书主要看哪些内容？,什么是基金招募说明书？,基金,基金,True,0.9074543118476868
846,501,保险股的投资价值怎么看？,如何给保险股估值？,股票,股票,True,0.9377468824386597
856,290,黄金定投的手续费高吗？,黄金定投适合什么样的投资者？,黄金,黄金,True,0.900334358215332
857,632,什么是银行理财产品？,什么是保险理财？,股票,股票,True,0.9077723026275635
861,264,股票分红要交税吗？,债券基金分红要扣税吗？,股票,债券,False,0.9208464026451111
863,790,什么是基金的评级？晨星评级权威吗？,晨星评级是什么意思？,基金,基金,True,0.9117531776428223
865,565,什么是外盘和内盘？它们是如何反映买卖力量的？,外盘和内盘是什么意思？,股票,股票,True,0.916751503944397
867,718,黄金在个人资产配置中应该占多大比例？,我应该把多少比例的资产配置在黄金上？,黄金,黄金,True,0.9582390189170837
874,10,什么是基金组合？,什么是基金组合？,基金,基金,True,0.9999999403953552
878,871,私募基金和公募基金哪个好？,私募基金和公募基金有什么区别？,股票,基金,False,0.9570424556732178
880,206,黄金etf可以兑换实物黄金吗？,黄金etf可以做t+0交易吗？,黄金,黄金,True,0.9021304845809937
882,809,货币基金是否保本？,银行理财还能保本吗？,基金,股票,False,0.9198898077011108
885,681,什么是a股、b股、h股？,a股、b股、h股分别是什么意思？我通常能买哪种？,股票,股票,True,0.9367715120315552
886,57,可转债打新怎么操作？,可转债的交易规则是怎样的？,债券,股票,False,0.9043140411376953
887,770,什么是成长型基金？,什么是成长型基金？什么是价值型基金？,基金,基金,True,0.983272910118103
892,889,什么是市净率（pb）？它在什么行业比较适用？,什么是市净率（pb）？,股票,股票,True,0.9653891324996948
894,870,股票分红要交税吗？,股票盈利要交税吗？,股票,股票,True,0.9486879706382751
897,604,股票etf和普通股票有什么区别？,商品etf和商品期货有什么区别？,股票,基金,False,0.9118280410766602
899,364,什么是分级基金？,什么是分级基金？（虽然整改，但可能有存量客户问）,基金,股票,False,0.961381733417511
901,363,周末可以办理黄金回购业务吗？,周末和节假日可以交易账户黄金吗？,黄金,黄金,True,0.9402288794517517
903,695,噪音扰民怎么投诉？,噪音扰民怎么投诉？,非金融,非金融,True,1.0
906,3,什么是lof基金？,lof基金和etf有什么区别？,基金,基金,True,0.9272017478942871
908,310,市盈率（pe）是越高越好还是越低越好？,什么是市盈率（pe）？,股票,股票,True,0.9166427254676819
910,670,什么是融资买入？,融资买入和普通买入有什么不同？风险在哪里？,股票,股票,True,0.9330006241798401
920,606,什么是限价委托？什么是市价委托？,什么是限价委托？什么是市价委托？,股票,股票,True,1.0000001192092896
923,49,香港的现货黄金（伦敦金）交易合法吗？,香港的现货黄金（伦敦金）交易合法吗？,黄金,黄金,True,1.0
924,406,什么是成长股？,什么是蓝筹股？什么是成长股？,股票,股票,True,0.931384265422821
927,133,阿尔法和贝塔系数能说明什么？,什么是阿尔法（α）系数和贝塔（β）系数？,基金,基金,True,0.9601190090179443
930,826,雪球产品有什么风险？,什么是雪球产品？,股票,股票,True,0.9048378467559814
937,17,什么是食品饮料股？,什么是调味品股？,股票,股票,True,0.9105305671691895
938,604,股票etf和普通股票有什么区别？,商品etf和商品期货有什么区别？,股票,基金,False,0.9118280410766602
943,17,什么是调味品股？,什么是调味品股？,股票,股票,True,0.9999998807907104
946,424,认购和申购有什么区别？,什么是基金的认购？和申购有什么不同？,基金,基金,True,0.9520615339279175
947,868,债券基金主要投资什么？,什么是纯债基金？为什么不投股票？,基金,债券,False,0.9162209033966064
949,483,如果证券公司倒闭了，我账户里的债券还安全吗？,股票账户里的资金安全吗？,债券,股票,False,0.9103796482086182
950,8,怎么看股票的k线图？,怎么看股票的k线图？,股票,股票,True,1.0
951,692,什么是增持？,什么是增持？,股票,股票,True,0.9999998807907104
954,311,智能定投和普通定投哪个好？,什么是智能定投？,基金,基金,True,0.9337565302848816
955,114,基金账户销户怎么办理？,基金账户销户怎么办理？,基金,基金,True,0.9999997615814209
958,410,实物黄金变现（回购）方便吗？,实物黄金怎么回购？需要带什么凭证？,黄金,黄金,True,0.9002995491027832
959,314,巨额赎回对基金有什么影响？,理财赎回潮对债市有什么影响？,基金,债券,False,0.9026498794555664
964,12,投资海外市场的基金汇率风险大吗？,投资新兴市场债券的汇率风险？,基金,债券,False,0.9209184646606445
968,62,什么是黄金的支撑位和阻力位？,黄金价格的支撑位和阻力位怎么看？,黄金,黄金,True,0.9534310102462769
971,402,如何构建一个稳健的债券投资组合？,如何构建自己的投资组合？,债券,股票,False,0.9252794981002808
975,146,净值型理财怎么选？,净值型理财怎么选？,股票,股票,True,1.0000001192092896
976,588,什么是“伦敦金定价盘”？为什么它是全球基准？,黄金的定价机制是怎样的？什么是“伦敦金定盘价”？,黄金,黄金,True,0.9104999303817749
978,742,什么是5g概念股？,5g时代通信股的机会在哪里？,股票,股票,True,0.9124656319618225
980,35,什么是除息日？,什么是除息日？,基金,基金,True,1.0
981,415,黄金股（如山东黄金）和实物黄金有什么区别？,中国黄金的投资金条和山东黄金的有什么不同？,黄金,黄金,True,0.9053932428359985
982,59,大国之间的贸易摩擦如何影响黄金？,黄金的供需关系如何影响价格？,黄金,黄金,True,0.9015529155731201
984,163,什么是股指期货？,什么是股指期货？,股票,股票,True,1.0
985,2,什么是移动止盈？,什么是止盈和止损？如何设置止损位？,基金,股票,False,0.9007489085197449
986,406,什么是成长股？,什么是蓝筹股？什么是成长股？,股票,股票,True,0.931384265422821
